"","sci_name","taxonid","kingdom","phylum","class","order","family","genus","main_common_name","authority","disp_dist_m"
"727","Molossops temminckii",13643,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Molossops","Dwarf Dog-faced Bat","(Burmeister, 1854)",127.1
"728","Molossus molossus",13648,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","MOLOSSIDAE","Molossus","Pallas's Mastiff Bat","(Pallas, 1766)",127.1
"729","Myotis riparius",14195,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","Riparian Myotis","Handley, 1960",127.1
"730","Myrmecophaga tridactyla",14224,"ANIMALIA","CHORDATA","MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Myrmecophaga","Giant Anteater","Linnaeus, 1758",10624.62864
"731","Nasua nasua",41684,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","Nasua","South American Coati","(Linnaeus, 1766)",561.8
"732","Noctilio albiventris",14829,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","NOCTILIONIDAE","Noctilio","Lesser Bulldog Bat","Desmarest, 1818",127.1
"733","Noctilio leporinus",14830,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","NOCTILIONIDAE","Noctilio","Greater Bulldog Bat","(Linnaeus, 1758)",127.1
"734","Panthera onca",15953,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Panthera","Jaguar","(Linnaeus, 1758)",10624.62864
"735","Pecari tajacu",41777,"ANIMALIA","CHORDATA","MAMMALIA","ARTIODACTYLA","TAYASSUIDAE","Pecari","Collared Peccary","(Linnaeus, 1758)",10624.62864
"736","Peropteryx macrotis",16709,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Peropteryx","Lesser Dog-like Bat","(Wagner, 1843)",127.1
"737","Phyllostomus discolor",17216,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Phyllostomus","Pale Spear-nosed Bat","Wagner, 1843",127.1
"738","Phyllostomus hastatus",17218,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Phyllostomus","Greater Spear-nosed Bat","(Pallas, 1767)",127.1
"739","Platyrrhinus helleri",88159886,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Platyrrhinus","Heller's Broad-nosed Bat","(Peters, 1866)",127.1
"740","Potos flavus",41679,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","Potos","Kinkajou","(Schreber, 1774)",561.8
"741","Procyon cancrivorus",41685,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","Procyon","Crab-eating Raccoon","(G.[Baron] Cuvier, 1798)",10624.62864
"742","Procyon lotor",41686,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","Procyon","Northern Raccoon","(Linnaeus, 1758)",10624.62864
"743","Puma concolor",18868,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Puma","Puma","(Linnaeus, 1771)",10624.62864
"744","Rhogeessa io",88151760,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Rhogeessa","Thomas's Yellow Bat","Thomas, 1903",127.1
"745","Rhynchonycteris naso",19714,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Rhynchonycteris","Proboscis Bat","(Wied-Neuwied, 1820)",127.1
"746","Saccopteryx bilineata",19804,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Saccopteryx","Greater Sac-winged Bat","(Temminck, 1838)",127.1
"747","Saccopteryx canescens",19805,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Saccopteryx","Frosted Sac-winged Bat","Thomas, 1901",127.1
"748","Saccopteryx leptura",19807,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE","Saccopteryx","Lesser Sac-winged Bat","(Schreber, 1774)",127.1
"749","Saguinus oedipus",19823,"ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CALLITRICHIDAE","Saguinus","Cotton-headed Tamarin","(Linnaeus, 1758)",127.1
"750","Sigmodon hirsutus",136426,"ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Sigmodon","Southern Cotton Rat","(Burmeister, 1854)",127.1
"751","Sturnira lilium",88159688,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Sturnira","Little Yellow-shouldered Bat","(É. Geoffroy, 1810)",127.1
"752","Sylvilagus brasiliensis",87491102,"ANIMALIA","CHORDATA","MAMMALIA","LAGOMORPHA","LEPORIDAE","Sylvilagus","Tapeti","(Linnaeus, 1758)",127.1
"753","Sylvilagus floridanus",41299,"ANIMALIA","CHORDATA","MAMMALIA","LAGOMORPHA","LEPORIDAE","Sylvilagus","Eastern Cottontail","(J.A. Allen, 1890)",127.1
"754","Tamandua mexicana",21349,"ANIMALIA","CHORDATA","MAMMALIA","PILOSA","MYRMECOPHAGIDAE","Tamandua","Northern Tamandua","(Saussure, 1860)",561.8
"755","Urocyon cinereoargenteus",22780,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Urocyon","Grey Fox","(Schreber, 1775)",561.8
"756","Uroderma bilobatum",22782,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Uroderma","Tent-making Bat","Peters, 1866",127.1
"757","Uroderma magnirostrum",22783,"ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Uroderma","Brown Tent-making Bat","Davis, 1968",127.1
