"","sci_name","taxonid","kingdom","phylum","class","order","family","genus","main_common_name","authority","disp_dist_m"
"425","Verbesina nudipes",240224856,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE","Verbesina",NA,"S.F.Blake",1000
"426","Verbesina turbacensis",146793094,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE","Verbesina",NA,"Kunth",1000
"427","Vernonanthura patens",136792845,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ASTERALES","ASTERACEAE","Vernonanthura",NA,"(Kunth) H.Rob.",1000
"428","Vigna luteola",170450,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Vigna","Gilibande","(Jacq.) Benth.",1000
"429","Vismia baccifera",136783476,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","HYPERICACEAE","Vismia",NA,"(L.) Planch. &amp; Triana",1000
"430","Vismia macrophylla",151946293,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","HYPERICACEAE","Vismia",NA,"Kunth",1000
"431","Vitex capitata",139819292,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Vitex",NA,"Vahl",1000
"432","Vitex compressa",139819484,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Vitex",NA,"Turcz.",1000
"433","Vitex cymosa",151948676,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Vitex",NA,"Bertero ex Spreng.",1000
"434","Vitex orinocensis",139825306,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","LAMIALES","LAMIACEAE","Vitex",NA,"Kunth",1000
"435","Waltheria indica",131182966,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Waltheria",NA,"L.",1000
"436","Warszewiczia coccinea",149999880,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","GENTIANALES","RUBIACEAE","Warszewiczia",NA,"(Vahl) Klotzsch",1000
"437","Wercklea ferox",151959141,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","MALVALES","MALVACEAE","Wercklea",NA,"(Hook.) Fryxell",1000
"438","Witheringia solanacea",151950696,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SOLANALES","SOLANACEAE","Witheringia",NA,"L'Hér.",300
"439","Zanthoxylum acuminatum",135834992,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE","Zanthoxylum",NA,"(Sw.) Sw.",300
"440","Zanthoxylum caribaeum",61958856,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE","Zanthoxylum","Prickly Yellow","Lam.",300
"441","Zanthoxylum fagara",62988,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE","Zanthoxylum",NA,"(L.) Sarg.",300
"442","Zanthoxylum lenticulare",169476414,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE","Zanthoxylum",NA,"Reynel",300
"443","Zanthoxylum martinicense",206258159,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE","Zanthoxylum","Tonduro","(Lam.) DC.",300
"444","Zanthoxylum rhoifolium",136793249,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE","Zanthoxylum",NA,"Lam.",300
"445","Zanthoxylum rigidum",189172480,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE","Zanthoxylum",NA,"Humb. &amp; Bonpl. ex Willd.",300
"446","Zanthoxylum schreberi",150109534,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE","Zanthoxylum",NA,"(J.F.Gmel.) Reynel ex C.Nelson",300
"447","Zanthoxylum setulosum",145653989,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","RUTACEAE","Zanthoxylum",NA,"P.Wilson",300
"448","Zapoteca formosa",19891812,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Zapoteca",NA,"(Kunth) H.M.Hern.",1000
"449","Zapoteca tetragona",129739284,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Zapoteca","Carbonero Blanco","(Willd.) H.M.Hern.",1000
"450","Zygia inaequalis",150009735,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Zygia",NA,"(Humb. &amp; Bonpl. ex Willd.) Pittier",1000
"451","Zygia latifolia",205612571,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Zygia",NA,"(L.) Fawc. &amp; Rendle",1000
"452","Zygia longifolia",145697918,"PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Zygia",NA,"(Humb. &amp; Bonpl. ex Willd.) Britton &amp; Rose",1000
"453","Accipiter bicolor",22695669,"ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Accipiter","Bicolored Hawk","(Vieillot, 1817)",9279.4
"454","Aeronautes montivagus",22686736,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Aeronautes","White-tipped Swift","(d'Orbigny & Lafresnaye, 1837)",41575.4
"455","Amazilia tzacatl",22730168,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Amazilia","Rufous-tailed Hummingbird","(de la Llave, 1833)",36510.8
"456","Amazona ochrocephala",22686346,"ANIMALIA","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE","Amazona","Yellow-crowned Amazon","(Gmelin, 1788)",11995.2
"457","Anhinga anhinga",22696702,"ANIMALIA","CHORDATA","AVES","SULIFORMES","ANHINGIDAE","Anhinga","Anhinga","(Linnaeus, 1766)",5609.4
"458","Anthracothorax nigricollis",22687130,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Anthracothorax","Black-throated Mango","(Vieillot, 1817)",38272.4
"459","Ara macao",22685563,"ANIMALIA","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE","Ara","Scarlet Macaw","(Linnaeus, 1758)",15224.8
"460","Ara severus",22685577,"ANIMALIA","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE","Ara","Chestnut-fronted Macaw","(Linnaeus, 1758)",17573.6
"461","Ardea alba",22697043,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Ardea","Great White Egret","Linnaeus, 1758",14784.4
"462","Ardea cocoi",22697001,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Ardea","Cocoi Heron","Linnaeus, 1766",14564.2
"463","Ardea herodias",181500967,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Ardea","Great Blue Heron","Linnaeus, 1758",18087.4
"464","Arundinicola leucocephala",22700291,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Arundinicola","White-headed Marsh-tyrant","Linnaeus, 1764",985.200000000001
"465","Brotogeris jugularis",22685980,"ANIMALIA","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE","Brotogeris","Orange-chinned Parakeet","(Müller, 1776)",22051
"466","Bubulcus ibis",22697109,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Bubulcus","Cattle Egret","(Linnaeus, 1758)",13169.6
"467","Burhinus bistriatus",22693594,"ANIMALIA","CHORDATA","AVES","CHARADRIIFORMES","BURHINIDAE","Burhinus","Double-striped Thick-knee","(Wagler, 1829)",23225.4
"468","Buteo nitidus",22727766,"ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Buteo","Grey-lined Hawk","(Latham, 1790)",11408
"469","Buteo swainsoni",22695903,"ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Buteo","Swainson's Hawk","Bonaparte, 1838",25427.4
"470","Buteogallus meridionalis",22695832,"ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Buteogallus","Savanna Hawk","(Latham, 1790)",14050.4
"471","Butorides striata",22728182,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Butorides","Green-backed Heron","(Linnaeus, 1758)",13096.2
"472","Cacicus cela",103792683,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE","Cacicus","Yellow-rumped Cacique","(Linnaeus, 1758)",11187.8
"473","Campephilus melanoleucos",22681405,"ANIMALIA","CHORDATA","AVES","PICIFORMES","PICIDAE","Campephilus","Crimson-crested Woodpecker","(Gmelin, 1788)",7297.6
"474","Camptostoma obsoletum",22699182,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Camptostoma","Southern Beardless Tyrannulet","(Temminck, 1824)",3334
"475","Campylorhamphus trochilirostris",22703185,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FURNARIIDAE","Campylorhamphus","Red-billed Scythebill","(Lichtenstein, 1820)",2306.4
"476","Campylorhynchus griseus",22711299,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TROGLODYTIDAE","Campylorhynchus","Bicolored Wren","(Swainson, 1837)",471.400000000001
"477","Campylorhynchus nuchalis",22711319,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TROGLODYTIDAE","Campylorhynchus","Stripe-backed Wren","Cabanis, 1847",1792.6
"478","Campylorhynchus zonatus",22711313,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TROGLODYTIDAE","Campylorhynchus","Band-backed Wren","(Lesson, 1832)",471.400000000001
"479","Cantorchilus leucotis",22711467,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TROGLODYTIDAE","Cantorchilus","Buff-breasted Wren","(Lafresnaye, 1845)",177.8
"480","Capsiempis flaveola",22699194,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Capsiempis","Yellow Tyrannulet","(Lichtenstein, 1823)",691.600000000001
"481","Cardellina canadensis",22721882,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Cardellina","Canada Warbler","(Linnaeus, 1766)",10233.6
"482","Cardinalis phoeniceus",22723822,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","CARDINALIDAE","Cardinalis","Vermilion Cardinal","Bonaparte, 1838",2526.6
"483","Cathartes aura",22697627,"ANIMALIA","CHORDATA","AVES","CATHARTIFORMES","CATHARTIDAE","Cathartes","Turkey Vulture","(Linnaeus, 1758)",10967.6
"484","Cathartes burrovianus",22697630,"ANIMALIA","CHORDATA","AVES","CATHARTIFORMES","CATHARTIDAE","Cathartes","Lesser Yellow-headed Vulture","Cassin, 1845",11408
"485","Catharus aurantiirostris",22708631,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Orange-billed Nightingale-thrush","(Hartlaub, 1850)",3260.6
"486","Catharus minimus",22708658,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Grey-cheeked Thrush","(Lafresnaye, 1848)",13830.2
"487","Catharus ustulatus",103881682,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TURDIDAE","Catharus","Russet-backed Thrush","(Nuttall, 1840)",13683.4
"488","Certhiaxis cinnamomeus",22702471,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FURNARIIDAE","Certhiaxis","Yellow-chinned Spinetail","(Gmelin, 1788)",1058.6
"489","Chaetura spinicaudus",22686693,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","APODIDAE","Chaetura","Band-rumped Swift","(Temminck, 1839)",38859.6
"490","Chalybura buffonii",219586279,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Chalybura","White-vented Plumeleteer","(Lesson, 1832)",39667
"491","Chauna chavaria",22679726,"ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANHIMIDAE","Chauna","Northern Screamer","(Linnaeus, 1766)",16766.2
"492","Chloroceryle aenea",22683658,"ANIMALIA","CHORDATA","AVES","CORACIIFORMES","ALCEDINIDAE","Chloroceryle","American Pygmy-kingfisher","(Pallas, 1764)",8985.8
"493","Chloroceryle americana",22683652,"ANIMALIA","CHORDATA","AVES","CORACIIFORMES","ALCEDINIDAE","Chloroceryle","Green Kingfisher","(Gmelin, 1788)",10013.4
"494","Chlorostilbon gibsoni",22687342,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Chlorostilbon","Red-billed Emerald","(Fraser, 1840)",40327.6
"495","Chondrohierax uncinatus",22694971,"ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Chondrohierax","Hook-billed Kite","(Temminck, 1822)",6637
"496","Chordeiles acutipennis",22689711,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","CAPRIMULGIDAE","Chordeiles","Lesser Nighthawk","(Hermann, 1783)",31666.4
"497","Chrysolampis mosquitus",22687160,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Chrysolampis","Ruby-topaz Hummingbird","(Linnaeus, 1758)",41135
"498","Chrysomus icterocephalus",22724200,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE","Chrysomus","Yellow-hooded Blackbird","(Linnaeus, 1766)",4141.4
"499","Claravis pretiosa",22690809,"ANIMALIA","CHORDATA","AVES","COLUMBIFORMES","COLUMBIDAE","Claravis","Blue Ground-dove","(Ferrari-Pérez, 1886)",10820.8
"500","Cnemotriccus fuscatus",22699748,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Cnemotriccus","Fuscous Flycatcher","(Wied, 1831)",1572.4
"501","Coccyzus americanus",22684331,"ANIMALIA","CHORDATA","AVES","CUCULIFORMES","CUCULIDAE","Coccyzus","Yellow-billed Cuckoo","(Linnaeus, 1758)",22785
"502","Cochlearius cochlearius",22697250,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Cochlearius","Boat-billed Heron","(Linnaeus, 1766)",11921.8
"503","Coereba flaveola",22722080,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Coereba","Bananaquit","(Linnaeus, 1758)",5315.8
"504","Colaptes punctigula",22681272,"ANIMALIA","CHORDATA","AVES","PICIFORMES","PICIDAE","Colaptes","Spot-breasted Woodpecker","(Boddaert, 1783)",4875.4
"505","Colinus cristatus",45093141,"ANIMALIA","CHORDATA","AVES","GALLIFORMES","ODONTOPHORIDAE","Colinus","Crested Bobwhite","(Linnaeus, 1766)",10747.4
"506","Columbina minuta",22690779,"ANIMALIA","CHORDATA","AVES","COLUMBIFORMES","COLUMBIDAE","Columbina","Plain-breasted Ground-dove","(Linnaeus, 1766)",4948.8
"507","Columbina passerina",22690774,"ANIMALIA","CHORDATA","AVES","COLUMBIFORMES","COLUMBIDAE","Columbina","Common Ground-dove","(Linnaeus, 1758)",9866.6
"508","Columbina talpacoti",22690784,"ANIMALIA","CHORDATA","AVES","COLUMBIFORMES","COLUMBIDAE","Columbina","Ruddy Ground-dove","(Temminck, 1809)",5829.6
"509","Conirostrum leucogenys",22722086,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Conirostrum","White-eared Conebill","Lafresnaye, 1852",7444.4
"510","Contopus cinereus",103683886,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Contopus","Southern Tropical Pewee","(von Spix, 1825)",7444.4
"511","Contopus virens",22699816,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Contopus","Eastern Wood-pewee","(Linnaeus, 1766)",13977
"512","Coragyps atratus",22697624,"ANIMALIA","CHORDATA","AVES","CATHARTIFORMES","CATHARTIDAE","Coragyps","American Black Vulture","(Bechstein, 1783)",1719.2
"513","Coryphospingus pileatus",22723047,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Coryphospingus","Pileated Finch","(Wied, 1821)",4728.6
"514","Crotophaga ani",22684434,"ANIMALIA","CHORDATA","AVES","CUCULIFORMES","CUCULIDAE","Crotophaga","Smooth-billed Ani","Linnaeus, 1758",9426.2
"515","Crotophaga major",22684431,"ANIMALIA","CHORDATA","AVES","CUCULIFORMES","CUCULIDAE","Crotophaga","Greater Ani","Gmelin, 1788",8618.8
"516","Crotophaga sulcirostris",22684438,"ANIMALIA","CHORDATA","AVES","CUCULIFORMES","CUCULIDAE","Crotophaga","Groove-billed Ani","Swainson, 1827",5389.2
"517","Crypturellus erythropus",22729569,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Red-legged Tinamou","(Pelzeln, 1863)",13316.4
"518","Crypturellus soui",22678169,"ANIMALIA","CHORDATA","AVES","STRUTHIONIFORMES","TINAMIDAE","Crypturellus","Little Tinamou","(Hermann, 1783)",9866.6
"519","Cyclarhis gujanensis",22705124,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","VIREONIDAE","Cyclarhis","Rufous-browed Peppershrike","(Gmelin, 1789)",2086.2
"520","Dacnis cayana",22722991,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Dacnis","Blue Dacnis","(Linnaeus, 1766)",9352.8
"521","Dacnis lineata",103812237,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Dacnis","Black-faced Dacnis","(Gmelin, 1789)",10013.4
"522","Dendrocincla fuliginosa",22703010,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FURNARIIDAE","Dendrocincla","Plain-brown Woodcreeper","(Vieillot, 1818)",4655.2
"523","Dendrocygna autumnalis",22679780,"ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Dendrocygna","Black-bellied Whistling-duck","(Linnaeus, 1758)",15224.8
"524","Dromococcyx phasianellus",22684452,"ANIMALIA","CHORDATA","AVES","CUCULIFORMES","CUCULIDAE","Dromococcyx","Pheasant Cuckoo","(Spix, 1824)",10086.8
"525","Egretta caerulea",22696944,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Egretta","Little Blue Heron","(Linnaeus, 1758)",19115
"526","Egretta thula",22696974,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","ARDEIDAE","Egretta","Snowy Egret","(Molina, 1782)",14637.6
"527","Elaenia flavogaster",22699262,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Elaenia","Yellow-bellied Elaenia","(Thunberg, 1822)",3260.6
"528","Empidonax traillii",22699848,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Empidonax","Willow Flycatcher","(Audubon, 1828)",8472
"529","Eucometis penicillata",22722343,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","THRAUPIDAE","Eucometis","Grey-headed Tanager","(Spix, 1825)",4581.8
"530","Euphonia concinna",22722712,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FRINGILLIDAE","Euphonia","Velvet-fronted Euphonia","Sclater, 1855",10013.4
"531","Euphonia laniirostris",22722724,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FRINGILLIDAE","Euphonia","Thick-billed Euphonia","d'Orbigny & Lafresnaye, 1837",8398.6
"532","Euphonia trinitatis",22722709,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FRINGILLIDAE","Euphonia","Trinidad Euphonia","Strickland, 1851",8692.2
"533","Falco femoralis",22696450,"ANIMALIA","CHORDATA","AVES","FALCONIFORMES","FALCONIDAE","Falco","Aplomado Falcon","Temminck, 1822",23959.4
"534","Falco rufigularis",22696457,"ANIMALIA","CHORDATA","AVES","FALCONIFORMES","FALCONIDAE","Falco","Bat Falcon","Daudin, 1800",20803.2
"535","Falco sparverius",22696395,"ANIMALIA","CHORDATA","AVES","FALCONIFORMES","FALCONIDAE","Falco","American Kestrel","Linnaeus, 1758",23298.8
"536","Florisuga mellivora",22687097,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Florisuga","White-necked Jacobin","(Linnaeus, 1758)",39740.4
"537","Fluvicola pica",22700274,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Fluvicola","Pied Water-tyrant","(Boddaert, 1783)",3554.2
"538","Forpus conspicillatus",22685937,"ANIMALIA","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE","Forpus","Spectacled Parrotlet","(Lafresnaye, 1848)",19408.6
"539","Forpus passerinus",22685926,"ANIMALIA","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE","Forpus","Green-rumped Parrotlet","(Linnaeus, 1758)",20656.4
"540","Furnarius leucopus",103670881,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FURNARIIDAE","Furnarius","Pale-legged Hornero","Swainson, 1837",3260.6
"541","Galbula ruficauda",22682200,"ANIMALIA","CHORDATA","AVES","PICIFORMES","GALBULIDAE","Galbula","Rufous-tailed Jacamar","Cuvier, 1816",6710.4
"542","Gampsonyx swainsonii",22695025,"ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ELANIDAE","Gampsonyx","Pearl Kite","Vigors, 1825",18014
"543","Geothlypis philadelphia",22721824,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PARULIDAE","Geothlypis","Mourning Warbler","(Wilson, 1810)",9793.2
"544","Geranospiza caerulescens",22695729,"ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Geranospiza","Crane Hawk","(Vieillot, 1817)",9132.6
"545","Glaucis hirsutus",22686911,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Glaucis","Rufous-breasted Hermit","(Gmelin, 1788)",35116.2
"546","Heliomaster longirostris",22688138,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Heliomaster","Long-billed Starthroat","(Audebert & Vieillot, 1801)",39153.2
"547","Herpetotheres cachinnans",22696267,"ANIMALIA","CHORDATA","AVES","FALCONIFORMES","FALCONIDAE","Herpetotheres","Laughing Falcon","(Linnaeus, 1758)",5095.6
"548","Hypnelus ruficollis",61999582,"ANIMALIA","CHORDATA","AVES","PICIFORMES","BUCCONIDAE","Hypnelus","Russet-throated Puffbird","(Wagler, 1829)",7371
"549","Icterus auricapillus",22724099,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE","Icterus","Orange-crowned Oriole","Cassin, 1848",6930.6
"550","Icterus chrysater",22724084,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE","Icterus","Yellow-backed Oriole","(Lesson, 1844)",4728.6
"551","Icterus galbula",22724126,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE","Icterus","Baltimore Oriole","(Linnaeus, 1758)",11334.6
"552","Icterus icterus",22735310,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE","Icterus","Venezuelan Troupial","(Linnaeus, 1766)",3040.4
"553","Icterus mesomelas",22724096,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE","Icterus","Yellow-tailed Oriole","(Wagler, 1829)",1939.4
"554","Icterus nigrogularis",22724087,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE","Icterus","Yellow Oriole","(Hahn, 1819)",5095.6
"555","Icterus spurius",103793298,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE","Icterus","Orchard Oriole","(Linnaeus, 1766)",10967.6
"556","Ictinia plumbea",22695069,"ANIMALIA","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE","Ictinia","Plumbeous Kite","(Gmelin, 1788)",21904.2
"557","Inezia tenuirostris",22699346,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Inezia","Slender-billed Tyrannulet","Cory, 1913",618.200000000002
"558","Jacana jacana",22693553,"ANIMALIA","CHORDATA","AVES","CHARADRIIFORMES","JACANIDAE","Jacana","Wattled Jacana","(Linnaeus, 1766)",5903
"559","Laterallus albigularis",22692346,"ANIMALIA","CHORDATA","AVES","GRUIFORMES","RALLIDAE","Laterallus","White-throated Crake","(Lawrence, 1861)",3407.4
"560","Legatus leucophaius",22700596,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Legatus","Piratic Flycatcher","(Vieillot, 1818)",9940
"561","Lepidocolaptes souleyetii",22703152,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FURNARIIDAE","Lepidocolaptes","Streak-headed Woodcreeper","(Des Murs, 1849)",6710.4
"562","Leptopogon amaurocephalus",22698813,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Leptopogon","Sepia-capped Flycatcher","Tschudi, 1846",4948.8
"563","Leptotila verreauxi",22690854,"ANIMALIA","CHORDATA","AVES","COLUMBIFORMES","COLUMBIDAE","Leptotila","White-tipped Dove","Bonaparte, 1855",7444.4
"564","Leucippus fallax",22687491,"ANIMALIA","CHORDATA","AVES","CAPRIMULGIFORMES","TROCHILIDAE","Leucippus","Buffy Hummingbird","(Bourcier, 1843)",36364
"565","Machetornis rixosa",22700321,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Machetornis","Cattle Tyrant","(Vieillot, 1819)",4435
"566","Manacus manacus",22701112,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PIPRIDAE","Manacus","White-bearded Manakin","(Linnaeus, 1766)",2893.6
"567","Megaceryle torquata",22683634,"ANIMALIA","CHORDATA","AVES","CORACIIFORMES","ALCEDINIDAE","Megaceryle","Ringed Kingfisher","(Linnaeus, 1766)",9206
"568","Megarynchus pitangua",22700533,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Megarynchus","Boat-billed Flycatcher","(Linnaeus, 1766)",8325.2
"569","Megascops choliba",22688774,"ANIMALIA","CHORDATA","AVES","STRIGIFORMES","STRIGIDAE","Megascops","Tropical Screech-owl","(Vieillot, 1817)",6637
"570","Melanerpes rubricapillus",22680850,"ANIMALIA","CHORDATA","AVES","PICIFORMES","PICIDAE","Melanerpes","Red-crowned Woodpecker","(Cabanis, 1862)",9426.2
"571","Mesembrinibis cayennensis",22697460,"ANIMALIA","CHORDATA","AVES","PELECANIFORMES","THRESKIORNITHIDAE","Mesembrinibis","Green Ibis","(Gmelin, 1789)",9573
"572","Micrastur semitorquatus",22696291,"ANIMALIA","CHORDATA","AVES","FALCONIFORMES","FALCONIDAE","Micrastur","Collared Forest-falcon","(Vieillot, 1817)",5462.6
"573","Milvago chimachima",22696261,"ANIMALIA","CHORDATA","AVES","FALCONIFORMES","FALCONIDAE","Milvago","Yellow-headed Caracara","(Vieillot, 1816)",13169.6
"574","Mimus gilvus",22711029,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","MIMIDAE","Mimus","Tropical Mockingbird","(Vieillot, 1808)",7958.2
"575","Mionectes oleagineus",22698796,"ANIMALIA","CHORDATA","AVES","PASSERIFORMES","TYRANNIDAE","Mionectes","Ochre-bellied Flycatcher","(Lichtenstein, 1823)",3774.4
