"sp","ssp","habitat","big_habitat","connect","time_periods"
"Ateles.fusciceps","ssp370",1,1,1,"2021-2040"
"Ateles.fusciceps","ssp370",1,1,1,"2041-2060"
"Ateles.fusciceps","ssp370",1,1,1,"2061-2080"
"Ateles.fusciceps","ssp370",1,1,1,"2081-2100"
"Ateles.geoffroyi","ssp370",1,1,1,"1970-2000"
"Ateles.geoffroyi","ssp370",1,1,1,"2021-2040"
"Ateles.geoffroyi","ssp370",1,1,1,"2041-2060"
"Ateles.geoffroyi","ssp370",1,1,1,"2061-2080"
"Ateles.geoffroyi","ssp370",1,1,1,"2081-2100"
"Ateles.hybridus","ssp370",1,1,1,"1970-2000"
"Ateles.hybridus","ssp370",1,1,1,"2021-2040"
"Ateles.hybridus","ssp370",1,1,1,"2041-2060"
"Ateles.hybridus","ssp370",1,1,1,"2061-2080"
"Ateles.hybridus","ssp370",1,1,1,"2081-2100"
"Atelocynus.microtis","ssp370",1,1,1,"1970-2000"
"Atelocynus.microtis","ssp370",1,1,1,"2021-2040"
"Atelocynus.microtis","ssp370",1,1,1,"2041-2060"
"Atelocynus.microtis","ssp370",1,1,1,"2061-2080"
"Atelocynus.microtis","ssp370",1,1,1,"2081-2100"
"Bassaricyon.alleni","ssp370",1,1,1,"1970-2000"
"Bassaricyon.alleni","ssp370",1,1,1,"2021-2040"
"Bassaricyon.alleni","ssp370",1,1,1,"2041-2060"
"Bassaricyon.alleni","ssp370",1,1,1,"2061-2080"
"Bassaricyon.alleni","ssp370",1,1,1,"2081-2100"
"Bassaricyon.gabbii","ssp370",1,1,1,"1970-2000"
"Bassaricyon.gabbii","ssp370",1,1,1,"2021-2040"
"Bassaricyon.gabbii","ssp370",1,1,1,"2041-2060"
"Bassaricyon.gabbii","ssp370",1,1,1,"2061-2080"
"Bassaricyon.gabbii","ssp370",1,1,1,"2081-2100"
"Bassaricyon.medius","ssp370",1,1,1,"1970-2000"
"Bassaricyon.medius","ssp370",1,1,1,"2021-2040"
"Bassaricyon.medius","ssp370",1,1,1,"2041-2060"
"Bassaricyon.medius","ssp370",1,1,1,"2061-2080"
"Bassaricyon.medius","ssp370",1,1,1,"2081-2100"
"Bassaricyon.neblina","ssp370",1,1,1,"1970-2000"
"Bassaricyon.neblina","ssp370",1,1,1,"2021-2040"
"Bassaricyon.neblina","ssp370",1,1,1,"2041-2060"
"Bassaricyon.neblina","ssp370",1,1,1,"2061-2080"
"Bassaricyon.neblina","ssp370",1,1,1,"2081-2100"
"Bradypus.variegatus","ssp370",1,1,1,"1970-2000"
"Bradypus.variegatus","ssp370",1,1,1,"2021-2040"
"Bradypus.variegatus","ssp370",1,1,1,"2041-2060"
"Bradypus.variegatus","ssp370",1,1,1,"2061-2080"
"Bradypus.variegatus","ssp370",1,1,1,"2081-2100"
"Cabassous.centralis","ssp370",1,1,1,"1970-2000"
"Cabassous.centralis","ssp370",1,1,1,"2021-2040"
"Cabassous.centralis","ssp370",1,1,1,"2041-2060"
"Cabassous.centralis","ssp370",1,1,1,"2061-2080"
"Cabassous.centralis","ssp370",1,1,1,"2081-2100"
"Cabassous.unicinctus","ssp370",1,1,1,"1970-2000"
"Cabassous.unicinctus","ssp370",1,1,1,"2021-2040"
"Cabassous.unicinctus","ssp370",1,1,1,"2041-2060"
"Cabassous.unicinctus","ssp370",1,1,1,"2061-2080"
"Cabassous.unicinctus","ssp370",1,1,1,"2081-2100"
"Cacajao.melanocephalus","ssp370",1,1,1,"1970-2000"
"Cacajao.melanocephalus","ssp370",1,1,1,"2021-2040"
"Cacajao.melanocephalus","ssp370",1,1,1,"2041-2060"
"Cacajao.melanocephalus","ssp370",1,1,1,"2061-2080"
"Cacajao.melanocephalus","ssp370",1,1,1,"2081-2100"
"Caenolestes.convelatus","ssp370",1,1,1,"1970-2000"
"Caenolestes.convelatus","ssp370",1,1,1,"2021-2040"
"Caenolestes.convelatus","ssp370",1,1,1,"2041-2060"
"Caenolestes.convelatus","ssp370",1,1,1,"2061-2080"
"Caenolestes.convelatus","ssp370",1,1,1,"2081-2100"
"Caenolestes.fuliginosus","ssp370",1,1,1,"1970-2000"
"Caenolestes.fuliginosus","ssp370",1,1,1,"2021-2040"
"Caenolestes.fuliginosus","ssp370",1,1,1,"2041-2060"
"Caenolestes.fuliginosus","ssp370",1,1,1,"2061-2080"
"Caenolestes.fuliginosus","ssp370",1,1,1,"2081-2100"
"Callicebus.caquetensis","ssp370",1,1,1,"1970-2000"
"Callicebus.caquetensis","ssp370",1,1,1,"2021-2040"
"Callicebus.caquetensis","ssp370",1,1,1,"2041-2060"
"Callicebus.caquetensis","ssp370",1,1,1,"2061-2080"
"Callicebus.caquetensis","ssp370",1,1,1,"2081-2100"
"Callimico.goeldii","ssp370",1,1,1,"1970-2000"
"Callimico.goeldii","ssp370",1,1,1,"2021-2040"
"Callimico.goeldii","ssp370",1,1,1,"2041-2060"
"Callimico.goeldii","ssp370",1,1,1,"2061-2080"
"Callimico.goeldii","ssp370",1,1,1,"2081-2100"
"Caluromys.derbianus","ssp370",1,1,1,"1970-2000"
"Caluromys.derbianus","ssp370",1,1,1,"2021-2040"
"Caluromys.derbianus","ssp370",1,1,1,"2041-2060"
"Caluromys.derbianus","ssp370",1,1,1,"2061-2080"
"Caluromys.derbianus","ssp370",1,1,1,"2081-2100"
"Caluromys.lanatus","ssp370",1,1,1,"1970-2000"
"Caluromys.lanatus","ssp370",1,1,1,"2021-2040"
"Caluromys.lanatus","ssp370",1,1,1,"2041-2060"
"Caluromys.lanatus","ssp370",1,1,1,"2061-2080"
"Caluromys.lanatus","ssp370",1,1,1,"2081-2100"
"Capra.hircus","ssp370",1,1,1,"1970-2000"
"Capra.hircus","ssp370",1,1,1,"2021-2040"
"Capra.hircus","ssp370",1,1,1,"2041-2060"
"Capra.hircus","ssp370",1,1,1,"2061-2080"
"Capra.hircus","ssp370",1,1,1,"2081-2100"
"Carollia.castanea","ssp370",1,1,1,"1970-2000"
"Carollia.castanea","ssp370",1,1,1,"2021-2040"
"Carollia.castanea","ssp370",1,1,1,"2041-2060"
"Carollia.castanea","ssp370",1,1,1,"2061-2080"
"Carollia.castanea","ssp370",1,1,1,"2081-2100"
"Carollia.perspicillata","ssp370",1,1,1,"1970-2000"
"Carollia.perspicillata","ssp370",1,1,1,"2021-2040"
"Carollia.perspicillata","ssp370",1,1,1,"2041-2060"
"Carollia.perspicillata","ssp370",1,1,1,"2061-2080"
"Carollia.perspicillata","ssp370",1,1,1,"2081-2100"
"Cavia.aperea","ssp370",1,1,1,"1970-2000"
"Cavia.aperea","ssp370",1,1,1,"2021-2040"
"Cavia.aperea","ssp370",1,1,1,"2041-2060"
"Cavia.aperea","ssp370",1,1,1,"2061-2080"
"Cavia.aperea","ssp370",1,1,1,"2081-2100"
"Cebuella.pygmaea","ssp370",1,1,1,"1970-2000"
"Cebuella.pygmaea","ssp370",1,1,1,"2021-2040"
"Cebuella.pygmaea","ssp370",1,1,1,"2041-2060"
"Cebuella.pygmaea","ssp370",1,1,1,"2061-2080"
"Cebuella.pygmaea","ssp370",1,1,1,"2081-2100"
"Cebus.albifrons","ssp370",1,1,1,"1970-2000"
"Cebus.albifrons","ssp370",1,1,1,"2021-2040"
"Cebus.albifrons","ssp370",1,1,1,"2041-2060"
"Cebus.albifrons","ssp370",1,1,1,"2061-2080"
"Cebus.albifrons","ssp370",1,1,1,"2081-2100"
"Cebus.apella","ssp370",1,1,1,"1970-2000"
"Cebus.apella","ssp370",1,1,1,"2021-2040"
"Cebus.apella","ssp370",1,1,1,"2041-2060"
"Cebus.apella","ssp370",1,1,1,"2061-2080"
"Cebus.apella","ssp370",1,1,1,"2081-2100"
"Cebus.capucinus","ssp370",1,1,1,"1970-2000"
"Cebus.capucinus","ssp370",1,1,1,"2021-2040"
"Cebus.capucinus","ssp370",1,1,1,"2041-2060"
"Cebus.capucinus","ssp370",1,1,1,"2061-2080"
"Cebus.capucinus","ssp370",1,1,1,"2081-2100"
"Cebus.olivaceus","ssp370",1,0,0,NA
"Cebus.versicolor","ssp370",1,1,1,"1970-2000"
"Cebus.versicolor","ssp370",1,1,1,"2021-2040"
"Centurio.senex","ssp370",1,1,1,"1970-2000"
"Centurio.senex","ssp370",1,1,1,"2021-2040"
"Centurio.senex","ssp370",1,1,1,"2041-2060"
"Centurio.senex","ssp370",1,1,1,"2061-2080"
"Centurio.senex","ssp370",1,1,1,"2081-2100"
"Cerdocyon.thous","ssp370",1,1,1,"1970-2000"
"Cerdocyon.thous","ssp370",1,1,1,"2021-2040"
"Cerdocyon.thous","ssp370",1,1,1,"2041-2060"
"Cerdocyon.thous","ssp370",1,1,1,"2061-2080"
"Cerdocyon.thous","ssp370",1,1,1,"2081-2100"
"Cheracebus.lucifer","ssp370",1,1,1,"1970-2000"
"Cheracebus.lucifer","ssp370",1,1,1,"2021-2040"
"Cheracebus.lugens","ssp370",1,1,1,"1970-2000"
"Cheracebus.lugens","ssp370",1,1,1,"2021-2040"
"Cheracebus.lugens","ssp370",1,1,1,"2041-2060"
"Cheracebus.lugens","ssp370",1,1,1,"2061-2080"
"Cheracebus.lugens","ssp370",1,1,1,"2081-2100"
"Chiroderma.salvini","ssp370",1,1,1,"1970-2000"
"Chiroderma.salvini","ssp370",1,1,1,"2021-2040"
"Chiroderma.salvini","ssp370",1,1,1,"2041-2060"
"Chiroderma.salvini","ssp370",1,1,1,"2061-2080"
"Chiroderma.salvini","ssp370",1,1,1,"2081-2100"
"Chiroderma.trinitatum","ssp370",1,1,1,"1970-2000"
"Chiroderma.trinitatum","ssp370",1,1,1,"2021-2040"
"Chiroderma.trinitatum","ssp370",1,1,1,"2041-2060"
"Chiroderma.trinitatum","ssp370",1,1,1,"2061-2080"
"Chiroderma.trinitatum","ssp370",1,1,1,"2081-2100"
"Chiroderma.villosum","ssp370",1,1,1,"1970-2000"
"Chiroderma.villosum","ssp370",1,1,1,"2021-2040"
"Chiroderma.villosum","ssp370",1,1,1,"2041-2060"
"Chiroderma.villosum","ssp370",1,1,1,"2061-2080"
"Chiroderma.villosum","ssp370",1,1,1,"2081-2100"
"Chironectes.minimus","ssp370",1,1,1,"1970-2000"
"Chironectes.minimus","ssp370",1,1,1,"2021-2040"
"Chironectes.minimus","ssp370",1,1,1,"2041-2060"
"Chironectes.minimus","ssp370",1,1,1,"2061-2080"
"Chironectes.minimus","ssp370",1,1,1,"2081-2100"
"Choeroniscus.minor","ssp370",1,1,1,"1970-2000"
"Choeroniscus.minor","ssp370",1,1,1,"2021-2040"
"Choeroniscus.minor","ssp370",1,1,1,"2041-2060"
"Choeroniscus.minor","ssp370",1,1,1,"2061-2080"
"Choeroniscus.minor","ssp370",1,1,1,"2081-2100"
"Choeroniscus.periosus","ssp370",1,1,1,"1970-2000"
"Choeroniscus.periosus","ssp370",1,1,1,"2021-2040"
"Choeroniscus.periosus","ssp370",1,1,1,"2041-2060"
"Choeroniscus.periosus","ssp370",1,1,1,"2061-2080"
"Choeroniscus.periosus","ssp370",1,1,1,"2081-2100"
"Choloepus.didactylus","ssp370",1,1,1,"1970-2000"
"Choloepus.didactylus","ssp370",1,1,1,"2021-2040"
"Choloepus.didactylus","ssp370",1,1,1,"2041-2060"
"Choloepus.didactylus","ssp370",1,1,1,"2061-2080"
"Choloepus.didactylus","ssp370",1,1,1,"2081-2100"
"Choloepus.hoffmanni","ssp370",1,1,1,"1970-2000"
"Choloepus.hoffmanni","ssp370",1,1,1,"2021-2040"
"Choloepus.hoffmanni","ssp370",1,1,1,"2041-2060"
"Choloepus.hoffmanni","ssp370",1,1,1,"2061-2080"
"Choloepus.hoffmanni","ssp370",1,1,1,"2081-2100"
"Chrotopterus.auritus","ssp370",1,1,1,"1970-2000"
"Chrotopterus.auritus","ssp370",1,1,1,"2021-2040"
"Chrotopterus.auritus","ssp370",1,1,1,"2041-2060"
"Chrotopterus.auritus","ssp370",1,1,1,"2061-2080"
"Chrotopterus.auritus","ssp370",1,1,1,"2081-2100"
"Coendou.bicolor","ssp370",1,1,1,"1970-2000"
"Coendou.bicolor","ssp370",1,1,1,"2021-2040"
"Coendou.bicolor","ssp370",1,1,1,"2041-2060"
"Coendou.bicolor","ssp370",1,1,1,"2061-2080"
"Coendou.bicolor","ssp370",1,1,1,"2081-2100"
"Coendou.ichillus","ssp370",1,1,1,"1970-2000"
"Coendou.ichillus","ssp370",1,1,1,"2021-2040"
"Coendou.ichillus","ssp370",1,1,1,"2041-2060"
"Coendou.ichillus","ssp370",1,1,1,"2061-2080"
"Coendou.ichillus","ssp370",1,1,1,"2081-2100"
"Coendou.prehensilis","ssp370",1,1,1,"1970-2000"
"Coendou.prehensilis","ssp370",1,1,1,"2021-2040"
"Coendou.prehensilis","ssp370",1,1,1,"2041-2060"
"Coendou.prehensilis","ssp370",1,1,1,"2061-2080"
"Coendou.prehensilis","ssp370",1,1,1,"2081-2100"
"Coendou.pruinosus","ssp370",1,1,1,"1970-2000"
"Coendou.pruinosus","ssp370",1,1,1,"2021-2040"
"Coendou.pruinosus","ssp370",1,1,1,"2041-2060"
"Coendou.pruinosus","ssp370",1,1,1,"2061-2080"
"Coendou.pruinosus","ssp370",1,1,1,"2081-2100"
"Coendou.quichua","ssp370",1,1,1,"1970-2000"
"Coendou.quichua","ssp370",1,1,1,"2021-2040"
"Coendou.quichua","ssp370",1,1,1,"2041-2060"
"Coendou.quichua","ssp370",1,1,1,"2061-2080"
"Coendou.quichua","ssp370",1,1,1,"2081-2100"
"Coendou.rufescens","ssp370",1,1,1,"1970-2000"
"Coendou.rufescens","ssp370",1,1,1,"2021-2040"
"Coendou.rufescens","ssp370",1,1,1,"2041-2060"
"Coendou.rufescens","ssp370",1,1,1,"2061-2080"
"Coendou.rufescens","ssp370",1,1,1,"2081-2100"
"Coendou.vestitus","ssp370",1,1,1,"1970-2000"
"Coendou.vestitus","ssp370",1,1,1,"2021-2040"
"Coendou.vestitus","ssp370",1,1,1,"2041-2060"
"Coendou.vestitus","ssp370",1,1,1,"2061-2080"
"Coendou.vestitus","ssp370",1,1,1,"2081-2100"
"Conepatus.semistriatus","ssp370",1,1,1,"1970-2000"
"Conepatus.semistriatus","ssp370",1,1,1,"2021-2040"
"Conepatus.semistriatus","ssp370",1,1,1,"2041-2060"
"Conepatus.semistriatus","ssp370",1,1,1,"2061-2080"
"Conepatus.semistriatus","ssp370",1,1,1,"2081-2100"
"Cryptotis.colombianus","ssp370",1,1,1,"1970-2000"
"Cryptotis.colombianus","ssp370",1,1,1,"2021-2040"
"Cryptotis.colombianus","ssp370",1,1,1,"2041-2060"
"Cryptotis.colombianus","ssp370",1,1,1,"2061-2080"
"Cryptotis.colombianus","ssp370",1,1,1,"2081-2100"
"Cryptotis.thomasi","ssp370",1,1,1,"1970-2000"
"Cryptotis.thomasi","ssp370",1,1,1,"2021-2040"
"Cryptotis.thomasi","ssp370",1,1,1,"2041-2060"
"Cryptotis.thomasi","ssp370",1,1,1,"2061-2080"
"Cryptotis.thomasi","ssp370",1,1,1,"2081-2100"
"Cuniculus.paca","ssp370",1,1,1,"1970-2000"
"Cuniculus.paca","ssp370",1,1,1,"2021-2040"
"Cuniculus.paca","ssp370",1,1,1,"2041-2060"
"Cuniculus.paca","ssp370",1,1,1,"2061-2080"
"Cuniculus.paca","ssp370",1,1,1,"2081-2100"
"Cuniculus.taczanowskii","ssp370",1,1,1,"1970-2000"
"Cuniculus.taczanowskii","ssp370",1,1,1,"2021-2040"
"Cuniculus.taczanowskii","ssp370",1,1,1,"2041-2060"
"Cuniculus.taczanowskii","ssp370",1,1,1,"2061-2080"
"Cuniculus.taczanowskii","ssp370",1,1,1,"2081-2100"
"Cyclopes.didactylus","ssp370",1,1,1,"1970-2000"
"Cyclopes.didactylus","ssp370",1,1,1,"2021-2040"
"Cyclopes.didactylus","ssp370",1,1,1,"2041-2060"
"Cyclopes.didactylus","ssp370",1,1,1,"2061-2080"
"Cyclopes.didactylus","ssp370",1,1,1,"2081-2100"
"Cyclopes.dorsalis","ssp370",1,1,1,"1970-2000"
"Cyclopes.dorsalis","ssp370",1,1,1,"2021-2040"
"Cyclopes.dorsalis","ssp370",1,1,1,"2041-2060"
"Cyclopes.dorsalis","ssp370",1,1,1,"2061-2080"
"Cyclopes.dorsalis","ssp370",1,1,1,"2081-2100"
"Cyclopes.ida","ssp370",1,1,1,"1970-2000"
"Cyclopes.ida","ssp370",1,1,1,"2021-2040"
"Cyclopes.ida","ssp370",1,1,1,"2041-2060"
"Cyclopes.ida","ssp370",1,1,1,"2061-2080"
"Cyclopes.ida","ssp370",1,1,1,"2081-2100"
"Dactylomys.dactylinus","ssp370",1,1,1,"1970-2000"
"Dactylomys.dactylinus","ssp370",1,1,1,"2021-2040"
"Dactylomys.dactylinus","ssp370",1,1,1,"2041-2060"
"Dactylomys.dactylinus","ssp370",1,1,1,"2061-2080"
"Dactylomys.dactylinus","ssp370",1,1,1,"2081-2100"
"Dasyprocta.fuliginosa","ssp370",1,1,1,"1970-2000"
"Dasyprocta.fuliginosa","ssp370",1,1,1,"2021-2040"
"Dasyprocta.fuliginosa","ssp370",1,1,1,"2041-2060"
"Dasyprocta.fuliginosa","ssp370",1,1,1,"2061-2080"
"Dasyprocta.fuliginosa","ssp370",1,1,1,"2081-2100"
"Dasyprocta.punctata","ssp370",1,1,1,"1970-2000"
"Dasyprocta.punctata","ssp370",1,1,1,"2021-2040"
"Dasyprocta.punctata","ssp370",1,1,1,"2041-2060"
"Dasyprocta.punctata","ssp370",1,1,1,"2061-2080"
"Dasyprocta.punctata","ssp370",1,1,1,"2081-2100"
"Dasypus.kappleri","ssp370",1,1,1,"1970-2000"
"Dasypus.kappleri","ssp370",1,1,1,"2021-2040"
"Dasypus.kappleri","ssp370",1,1,1,"2041-2060"
"Dasypus.kappleri","ssp370",1,1,1,"2061-2080"
"Dasypus.kappleri","ssp370",1,1,1,"2081-2100"
"Dasypus.novemcinctus","ssp370",1,1,1,"1970-2000"
"Dasypus.novemcinctus","ssp370",1,1,1,"2021-2040"
"Dasypus.novemcinctus","ssp370",1,1,1,"2041-2060"
"Dasypus.novemcinctus","ssp370",1,1,1,"2061-2080"
"Dasypus.novemcinctus","ssp370",1,1,1,"2081-2100"
"Dasypus.pastasae","ssp370",1,1,1,"1970-2000"
"Dasypus.pastasae","ssp370",1,1,1,"2021-2040"
"Dasypus.pastasae","ssp370",1,1,1,"2041-2060"
"Dasypus.pastasae","ssp370",1,1,1,"2061-2080"
"Dasypus.pastasae","ssp370",1,1,1,"2081-2100"
"Dasypus.sabanicola","ssp370",1,1,1,"1970-2000"
"Dasypus.sabanicola","ssp370",1,1,1,"2021-2040"
"Dasypus.sabanicola","ssp370",1,1,1,"2041-2060"
"Dasypus.sabanicola","ssp370",1,1,1,"2061-2080"
"Dasypus.sabanicola","ssp370",1,1,1,"2081-2100"
"Desmodus.rotundus","ssp370",1,1,1,"1970-2000"
"Desmodus.rotundus","ssp370",1,1,1,"2021-2040"
"Desmodus.rotundus","ssp370",1,1,1,"2041-2060"
"Desmodus.rotundus","ssp370",1,1,1,"2061-2080"
"Desmodus.rotundus","ssp370",1,1,1,"2081-2100"
"Dicotyles.tajacu","ssp370",1,1,1,"1970-2000"
"Dicotyles.tajacu","ssp370",1,1,1,"2021-2040"
"Dicotyles.tajacu","ssp370",1,1,1,"2041-2060"
"Dicotyles.tajacu","ssp370",1,1,1,"2061-2080"
"Dicotyles.tajacu","ssp370",1,1,1,"2081-2100"
"Didelphis.marsupialis","ssp370",1,1,1,"1970-2000"
"Didelphis.marsupialis","ssp370",1,1,1,"2021-2040"
"Didelphis.marsupialis","ssp370",1,1,1,"2041-2060"
"Didelphis.marsupialis","ssp370",1,1,1,"2061-2080"
"Didelphis.marsupialis","ssp370",1,1,1,"2081-2100"
"Didelphis.pernigra","ssp370",1,1,1,"1970-2000"
"Didelphis.pernigra","ssp370",1,1,1,"2021-2040"
"Didelphis.pernigra","ssp370",1,1,1,"2041-2060"
"Didelphis.pernigra","ssp370",1,1,1,"2061-2080"
"Didelphis.pernigra","ssp370",1,1,1,"2081-2100"
"Dinomys.branickii","ssp370",1,1,1,"1970-2000"
"Dinomys.branickii","ssp370",1,1,1,"2021-2040"
"Dinomys.branickii","ssp370",1,1,1,"2041-2060"
"Dinomys.branickii","ssp370",1,1,1,"2061-2080"
"Dinomys.branickii","ssp370",1,1,1,"2081-2100"
"Diphylla.ecaudata","ssp370",1,1,1,"1970-2000"
"Diphylla.ecaudata","ssp370",1,1,1,"2021-2040"
"Diphylla.ecaudata","ssp370",1,1,1,"2041-2060"
"Diphylla.ecaudata","ssp370",1,1,1,"2061-2080"
"Diphylla.ecaudata","ssp370",1,1,1,"2081-2100"
"Eira.barbara","ssp370",1,1,1,"1970-2000"
"Eira.barbara","ssp370",1,1,1,"2021-2040"
"Eira.barbara","ssp370",1,1,1,"2041-2060"
"Eira.barbara","ssp370",1,1,1,"2061-2080"
"Eira.barbara","ssp370",1,1,1,"2081-2100"
"Enchisthenes.hartii","ssp370",1,1,1,"1970-2000"
"Enchisthenes.hartii","ssp370",1,1,1,"2021-2040"
"Enchisthenes.hartii","ssp370",1,1,1,"2041-2060"
"Enchisthenes.hartii","ssp370",1,1,1,"2061-2080"
"Enchisthenes.hartii","ssp370",1,1,1,"2081-2100"
"Eptesicus.andinus","ssp370",1,1,1,"1970-2000"
"Eptesicus.andinus","ssp370",1,1,1,"2021-2040"
"Eptesicus.andinus","ssp370",1,1,1,"2041-2060"
"Eptesicus.andinus","ssp370",1,1,1,"2061-2080"
"Eptesicus.andinus","ssp370",1,1,1,"2081-2100"
"Eptesicus.brasiliensis","ssp370",1,1,1,"1970-2000"
"Eptesicus.brasiliensis","ssp370",1,1,1,"2021-2040"
"Eptesicus.brasiliensis","ssp370",1,1,1,"2041-2060"
"Eptesicus.brasiliensis","ssp370",1,1,1,"2061-2080"
"Eptesicus.brasiliensis","ssp370",1,1,1,"2081-2100"
"Eptesicus.furinalis","ssp370",1,1,1,"1970-2000"
"Eptesicus.furinalis","ssp370",1,1,1,"2021-2040"
"Eptesicus.furinalis","ssp370",1,1,1,"2041-2060"
"Eptesicus.furinalis","ssp370",1,1,1,"2061-2080"
"Eptesicus.furinalis","ssp370",1,1,1,"2081-2100"
"Euryoryzomys.macconnelli","ssp370",1,1,1,"1970-2000"
"Euryoryzomys.macconnelli","ssp370",1,1,1,"2021-2040"
"Felis.pardalis","ssp370",1,1,1,"1970-2000"
"Felis.pardalis","ssp370",1,1,1,"2021-2040"
"Felis.pardalis","ssp370",1,1,1,"2041-2060"
"Felis.pardalis","ssp370",1,1,1,"2061-2080"
"Felis.pardalis","ssp370",1,1,1,"2081-2100"
"Galictis.vittata","ssp370",1,1,1,"1970-2000"
"Galictis.vittata","ssp370",1,1,1,"2021-2040"
"Galictis.vittata","ssp370",1,1,1,"2041-2060"
"Galictis.vittata","ssp370",1,1,1,"2061-2080"
"Galictis.vittata","ssp370",1,1,1,"2081-2100"
"Glossophaga.commissarisi","ssp370",1,1,1,"1970-2000"
"Glossophaga.commissarisi","ssp370",1,1,1,"2021-2040"
"Glossophaga.commissarisi","ssp370",1,1,1,"2041-2060"
"Glossophaga.commissarisi","ssp370",1,1,1,"2061-2080"
"Glossophaga.commissarisi","ssp370",1,1,1,"2081-2100"
"Glossophaga.longirostris","ssp370",1,1,1,"1970-2000"
"Glossophaga.longirostris","ssp370",1,1,1,"2021-2040"
"Glossophaga.longirostris","ssp370",1,1,1,"2041-2060"
"Glossophaga.longirostris","ssp370",1,1,1,"2061-2080"
"Glossophaga.longirostris","ssp370",1,1,1,"2081-2100"
"Glossophaga.soricina","ssp370",1,1,1,"1970-2000"
"Glossophaga.soricina","ssp370",1,1,1,"2021-2040"
"Glossophaga.soricina","ssp370",1,1,1,"2041-2060"
"Glossophaga.soricina","ssp370",1,1,1,"2061-2080"
"Glossophaga.soricina","ssp370",1,1,1,"2081-2100"
"Hadrosciurus.igniventris","ssp370",1,1,1,"1970-2000"
"Hadrosciurus.igniventris","ssp370",1,1,1,"2021-2040"
"Hadrosciurus.igniventris","ssp370",1,1,1,"2041-2060"
"Hadrosciurus.igniventris","ssp370",1,1,1,"2061-2080"
"Hadrosciurus.igniventris","ssp370",1,1,1,"2081-2100"
"Handleyomys.fuscatus","ssp370",1,1,1,"1970-2000"
"Handleyomys.fuscatus","ssp370",1,1,1,"2021-2040"
"Handleyomys.fuscatus","ssp370",1,1,1,"2041-2060"
"Handleyomys.fuscatus","ssp370",1,1,1,"2061-2080"
"Handleyomys.fuscatus","ssp370",1,1,1,"2081-2100"
"Herpailurus.concolor","ssp370",1,1,1,"1970-2000"
"Herpailurus.concolor","ssp370",1,1,1,"2021-2040"
"Herpailurus.concolor","ssp370",1,1,1,"2041-2060"
"Herpailurus.concolor","ssp370",1,1,1,"2061-2080"
"Herpailurus.concolor","ssp370",1,1,1,"2081-2100"
"Herpailurus.yagouaroundi","ssp370",1,1,1,"1970-2000"
"Herpailurus.yagouaroundi","ssp370",1,1,1,"2021-2040"
"Herpailurus.yagouaroundi","ssp370",1,1,1,"2041-2060"
"Herpailurus.yagouaroundi","ssp370",1,1,1,"2061-2080"
"Herpailurus.yagouaroundi","ssp370",1,1,1,"2081-2100"
"Heteromys.anomalus","ssp370",1,1,1,"1970-2000"
"Heteromys.anomalus","ssp370",1,1,1,"2021-2040"
"Heteromys.anomalus","ssp370",1,1,1,"2041-2060"
"Heteromys.anomalus","ssp370",1,1,1,"2061-2080"
"Heteromys.anomalus","ssp370",1,1,1,"2081-2100"
"Heteromys.australis","ssp370",1,1,1,"1970-2000"
"Heteromys.australis","ssp370",1,1,1,"2021-2040"
"Heteromys.australis","ssp370",1,1,1,"2041-2060"
"Heteromys.australis","ssp370",1,1,1,"2061-2080"
"Heteromys.australis","ssp370",1,1,1,"2081-2100"
"Heteromys.desmarestianus","ssp370",1,1,1,"1970-2000"
"Heteromys.desmarestianus","ssp370",1,1,1,"2021-2040"
"Heteromys.desmarestianus","ssp370",1,1,1,"2041-2060"
"Heteromys.desmarestianus","ssp370",1,1,1,"2061-2080"
"Heteromys.desmarestianus","ssp370",1,1,1,"2081-2100"
"Hydrochoerus.hydrochaeris","ssp370",1,1,1,"1970-2000"
"Hydrochoerus.hydrochaeris","ssp370",1,1,1,"2021-2040"
"Hydrochoerus.hydrochaeris","ssp370",1,1,1,"2041-2060"
"Hydrochoerus.hydrochaeris","ssp370",1,1,1,"2061-2080"
"Hydrochoerus.hydrochaeris","ssp370",1,1,1,"2081-2100"
"Hydrochoerus.isthmius","ssp370",1,1,1,"1970-2000"
"Hydrochoerus.isthmius","ssp370",1,1,1,"2021-2040"
"Hydrochoerus.isthmius","ssp370",1,1,1,"2041-2060"
"Hydrochoerus.isthmius","ssp370",1,1,1,"2061-2080"
"Hydrochoerus.isthmius","ssp370",1,1,1,"2081-2100"
"Hylaeamys.perenensis","ssp370",1,1,1,"1970-2000"
"Hylaeamys.perenensis","ssp370",1,1,1,"2021-2040"
"Hylaeamys.perenensis","ssp370",1,1,1,"2041-2060"
"Hylaeamys.perenensis","ssp370",1,1,1,"2061-2080"
"Hylaeamys.perenensis","ssp370",1,1,1,"2081-2100"
"Hylaeamys.yunganus","ssp370",1,1,1,"1970-2000"
"Hylaeamys.yunganus","ssp370",1,1,1,"2021-2040"
"Hylaeamys.yunganus","ssp370",1,1,1,"2041-2060"
"Hylaeamys.yunganus","ssp370",1,1,1,"2061-2080"
"Hylaeamys.yunganus","ssp370",1,1,1,"2081-2100"
"Lagothrix.flavicauda","ssp370",0,0,0,NA
"Lagothrix.lagothricha","ssp370",1,1,1,"1970-2000"
"Lagothrix.lagothricha","ssp370",1,1,1,"2021-2040"
