"species","ssp","aoi_area","cur_area","fut_area","IoU"
"Cabassous.unicinctus","ssp585",2013251.88716454,863991.52141726,622936.578286588,68.7698640726092
"Caluromys.derbianus","ssp126",319988.261124817,130253.739199221,116831.65641588,75.7949666074467
"Bassaricyon.alleni","ssp126",1135412.64332307,1024770.02473122,1022707.79427212,67.3470147737496
"Cebus.albifrons","ssp126",3243137.4067433,3085377.61869991,3035223.3244071,82.8300051577419
"Caluromys.derbianus","ssp585",319988.261124817,130253.739199221,113600.745917022,71.8667440155561
"Aotus.trivirgatus","ssp585",3359504.73543945,2753280.34681404,2576666.65022045,67.192301875948
"Bassaricyon.alleni","ssp585",1135412.64332307,1024770.02473122,1015390.3560673,66.1467924775
"Chiroderma.villosum","ssp126",5160948.30357411,3336384.81590164,2199956.8648749,65.6652635509617
"Cebus.albifrons","ssp585",3243137.4067433,3085377.61869991,3125203.04174858,81.3156558871788
"Cabassous.centralis","ssp126",1466794.98242052,527083.685370684,503535.261504352,64.6539894404801
"Cabassous.centralis","ssp585",1466794.98242052,527083.685370684,512289.967402756,59.8745958549801
"Carollia.castanea","ssp126",4100519.97134733,3144959.16452551,1542569.68811017,48.7663620693159
"Cavia.porcellus","ssp126",4293516.49010564,1642452.74700093,1117379.17797142,62.7063576908556
"Callimico.goeldii","ssp126",580999.681383937,185591.513405204,96622.384786725,45.9579454790253
"Artibeus.obscurus","ssp126",5361863.15133918,3744548.45715421,3931929.25972474,77.8746763713295
"Chiroderma.villosum","ssp585",5160948.30357411,3336384.81590164,2333862.66568738,69.58754362318
"Callimico.goeldii","ssp585",580999.681383937,185591.513405204,82556.2432039976,36.733667982906
"Cerdocyon.thous","ssp126",5334719.2018045,1068229.24084109,1299763.95000124,59.3348514851825
"Cavia.porcellus","ssp585",4293516.49010564,1642452.74700093,1278810.43481368,71.0936074938787
"Carollia.castanea","ssp585",4100519.97134733,3144959.16452551,1480032.92829061,46.813249839835
"Cebus.versicolor","ssp126",244119.627557831,16577.8583399057,2631.71809637547,11.2444257899613
"Artibeus.obscurus","ssp585",5361863.15133918,3744548.45715421,4122572.17141062,75.6642238886266
"Cavia.aperea","ssp126",2371008.56449904,300742.371254146,154159.149277568,37.3811123141388
"Cebus.versicolor","ssp585",244119.627557831,16577.8583399057,167.233825862408,0.950435640927799
"Cavia.aperea","ssp585",2371008.56449904,300742.371254146,180324.238027692,44.3587843058694
"Chrotopterus.auritus","ssp126",3629546.2340043,2958105.89805979,2247940.86684138,70.5024620996577
"Atelocynus.microtis","ssp126",1624065.7253032,747816.431606531,806690.734843373,63.6076806442345
"Cerdocyon.thous","ssp585",5334719.2018045,1068229.24084109,1319632.04840851,53.0399588240643
"Cebus.olivaceus","ssp126",420252.364287763,235219.849757195,92288.2139385939,38.1218986627779
"Cebus.olivaceus","ssp585",420252.364287763,235219.849757195,97114.8609598279,38.7270936197618
"Atelocynus.microtis","ssp585",1624065.7253032,747816.431606531,746988.241782248,67.5490597607525
"Chrotopterus.auritus","ssp585",3629546.2340043,2958105.89805979,2278216.88809538,70.3708400464277
"Chironectes.minimus","ssp126",701967.028742087,693065.232665718,795538.461816609,77.0083114004492
"Chironectes.minimus","ssp585",701967.028742087,693065.232665718,781596.571062446,77.0901616546244
"Cebus.apella","ssp126",4095040.93118361,2258349.09114957,1106146.43987918,47.6273982652801
"Coendou.rufescens","ssp126",490161.671942258,228982.481788814,150129.951331496,64.6199241788313
"Bradypus.variegatus","ssp126",2812750.07042883,969270.133189499,881545.30197525,57.812762768979
"Coendou.rufescens","ssp585",490161.671942258,228982.481788814,144379.293985367,62.042167034938
"Chiroderma.trinitatum","ssp126",4266194.29672072,1769483.90204698,1116988.59124488,62.354906479109
"Chiroderma.salvini","ssp126",1989923.1938058,645608.642171621,621492.769483089,78.8954668670595
"Bradypus.variegatus","ssp585",2812750.07042883,969270.133189499,918557.724188685,54.6315141533656
"Cebus.apella","ssp585",4095040.93118361,2258349.09114957,1202789.15123749,51.7151011658012
"Coendou.bicolor","ssp126",2695036.51705707,2642094.08272421,1701240.66911262,58.4891074357432
"Cheracebus.lucifer","ssp126",1125845.17661534,51899.0242984295,1985.82852262259,1.1051804212256
"Cuniculus.taczanowskii","ssp126",2857655.13413605,244794.311340392,257024.230209768,88.3678870861029
"Cheracebus.lucifer","ssp585",1125845.17661534,51899.0242984295,11172.8179862499,4.93018531505655
"Chiroderma.salvini","ssp585",1989923.1938058,645608.642171621,694114.322779834,78.1836178057049
"Chiroderma.trinitatum","ssp585",4266194.29672072,1769483.90204698,1064961.31833637,57.8497711744279
"Coendou.bicolor","ssp585",2695036.51705707,2642094.08272421,1681994.2076565,57.4912954013731
"Cuniculus.taczanowskii","ssp585",2857655.13413605,244794.311340392,270600.086296976,85.8026047251459
"Coendou.vestitus","ssp126",112666.029275983,79585.1351766586,88886.492964685,75.1288632435951
"Coendou.vestitus","ssp585",112666.029275983,79585.1351766586,91888.6020079255,77.6308440431525
"Choloepus.didactylus","ssp126",1506683.12188678,744967.057723343,882108.677964568,66.8345710573398
"Choeroniscus.minor","ssp126",3825127.41729737,2547810.94805634,1627605.44262129,62.9171605233131
"Callicebus.caquetensis","ssp126",21315652.7301775,25487.9619867206,40066.6015129685,54.1625414305825
"Choloepus.hoffmanni","ssp126",1521356.62412989,989228.628998876,747725.050264835,69.848695904916
"Choloepus.didactylus","ssp585",1506683.12188678,744967.057723343,881754.538742304,61.1830627646413
"Callicebus.caquetensis","ssp585",21315652.7301775,25487.9619867206,58545.3956870437,40.5264348532959
"Cyclopes.didactylus","ssp126",4310341.38808216,1044770.24607289,419892.5707919,39.1675506767477
"Choeroniscus.minor","ssp585",3825127.41729737,2547810.94805634,1517020.55131239,58.2570151039308
"Dasyprocta.fuliginosa","ssp126",4089627.35989912,1507742.9322657,1526528.1783812,65.6643686679094
"Choloepus.hoffmanni","ssp585",1521356.62412989,989228.628998876,745064.37663579,69.4842317928677
"Cyclopes.didactylus","ssp585",4310341.38808216,1044770.24607289,396768.570422411,36.9207999938532
"Coendou.pruinosus","ssp126",1159348.19488931,718191.319485843,518721.447561204,59.3381410981416
"Coendou.quichua","ssp126",389032.343523515,371265.636487782,345321.716701806,67.1021050369355
"Coendou.pruinosus","ssp585",1159348.19488931,718191.319485843,482680.470812023,54.5655902307386
"Coendou.quichua","ssp585",389032.343523515,371265.636487782,341148.507534444,66.9823049702956
"Coendou.ichillus","ssp126",1948234.40606786,1249003.76496148,845061.578846335,61.4590145803309
"Dasyprocta.fuliginosa","ssp585",4089627.35989912,1507742.9322657,1531874.18681926,60.0218275821058
"Carollia.perspicillata","ssp126",5850005.11506423,4377843.82085967,2886844.93772596,65.842807224866
"Cryptotis.thomasi","ssp126",358986.7315656,132528.302186668,113058.271182477,84.2230908774075
"Cryptotis.thomasi","ssp585",358986.7315656,132528.302186668,113712.071799994,84.7703938310181
"Cynorca.occidentale","ssp126",48281.7018866932,1562.14203453064,266.388013899326,5.56038156542988
"Coendou.ichillus","ssp585",1948234.40606786,1249003.76496148,882889.481958389,64.7341963052277
"Cynorca.occidentale","ssp585",48281.7018866932,1562.14203453064,124.947539925575,3.67938310820641
"Dasyprocta.punctata","ssp126",3096740.85228128,1434603.71963471,848263.652734578,49.7502464883966
"Carollia.perspicillata","ssp585",5850005.11506423,4377843.82085967,2962204.42646712,67.546079276477
"Dasypus.pastasae","ssp126",1752049.90359448,686804.693570495,432555.724585235,61.6645595368179
"Dasyprocta.punctata","ssp585",3096740.85228128,1434603.71963471,786916.851959109,48.0448537802828
"Cebus.capucinus","ssp126",582016.496768589,285725.365858376,181435.542286217,62.5348348525804
"Dasypus.pastasae","ssp585",1752049.90359448,686804.693570495,373923.452434897,53.3915889842219
"Cebus.capucinus","ssp585",582016.496768589,285725.365858376,188284.319285393,63.1613240960125
"Cuniculus.paca","ssp126",5751961.48752784,3192552.2871806,3541101.86310953,79.3075297384276
"Didelphis.pernigra","ssp126",1671591.98170297,240320.187424302,149052.932290554,59.9663369226241
"Cheracebus.lugens","ssp126",1391206.91075182,1045502.48886484,678557.341911852,54.8971127093935
"Conepatus.semistriatus","ssp126",3065896.05305958,1504294.53963286,1439895.82160991,76.8489548148245
"Didelphis.pernigra","ssp585",1671591.98170297,240320.187424302,135209.805764139,54.5743257598793
"Cheracebus.lugens","ssp585",1391206.91075182,1045502.48886484,591724.378814459,48.4113081718095
"Choeroniscus.periosus","ssp126",64704.0515491322,34720.2523938417,27401.3989386559,64.7832214632555
"Diphylla.ecaudata","ssp126",3597838.04464884,3209461.76411986,2082926.3655144,63.7747423077153
"Choeroniscus.periosus","ssp585",64704.0515491322,34720.2523938417,28713.1350431442,68.2226891339997
"Cuniculus.paca","ssp585",5751961.48752784,3192552.2871806,3608133.87343603,75.7213418767326
"Coendou.prehensilis","ssp126",777769.345901985,221786.581926107,130634.469976783,44.2084865667169
"Conepatus.semistriatus","ssp585",3065896.05305958,1504294.53963286,1471519.5261299,74.9522055528741
"Coendou.prehensilis","ssp585",777769.345901985,221786.581926107,131523.95760262,38.9063926050433
"Cryptotis.colombianus","ssp126",145284.81829285,57912.8908265233,44141.1987139583,56.2173048305369
"Dactylomys.dactylinus","ssp126",1659194.98204795,1708547.05030137,717581.47339648,37.4496634402557
"Cryptotis.colombianus","ssp585",145284.81829285,57912.8908265233,45727.2629585862,58.3749283460401
"Cyclopes.dorsalis","ssp126",476587.433700385,368803.865823567,257758.225680888,62.066634541651
"Desmodus.rotundus","ssp126",5383901.36470282,2402828.7451216,2074799.17822921,82.5574026819955
"Dactylomys.dactylinus","ssp585",1659194.98204795,1708547.05030137,1082759.78918946,57.2497365517744
"Eptesicus.brasiliensis","ssp126",4459087.03439309,3747372.31674623,2855921.93272173,75.5375957444807
"Diphylla.ecaudata","ssp585",3597838.04464884,3209461.76411986,2062264.07416487,63.141727584654
"Cyclopes.dorsalis","ssp585",476587.433700385,368803.865823567,284949.759938121,67.843203044057
"Cyclopes.ida","ssp126",2422464.47177017,1015785.94761133,751959.175132334,69.4290605623186
"Equus.andium","ssp126",164028.00853357,43532.5088703632,36619.5422064066,77.1697267448349
"Equus.andium","ssp585",164028.00853357,43532.5088703632,36488.6326385736,76.9827787489173
"Cyclopes.ida","ssp585",2422464.47177017,1015785.94761133,716745.287908912,64.456921137838
"Dasypus.sabanicola","ssp126",1527802.63194632,1497813.60888422,1419868.66381198,72.8820331260035
"Eptesicus.brasiliensis","ssp585",4459087.03439309,3747372.31674623,2812134.33708572,73.669717194814
"Dasypus.kappleri","ssp126",1530971.34471661,629505.748026133,558517.751214862,44.8113897483842
"Desmodus.rotundus","ssp585",5383901.36470282,2402828.7451216,2095400.48887664,80.076675807081
"Dasypus.sabanicola","ssp585",1527802.63194632,1497813.60888422,1405845.37811506,71.3881874723393
"Felis.pardalis","ssp126",1791049.05298059,2116877.01223618,1644791.02287275,70.2912285515626
"Herpailurus.concolor","ssp126",1941618.57529519,1148718.53366369,857405.033715844,67.3694202093254
"Dasypus.kappleri","ssp585",1530971.34471661,629505.748026133,642721.967935205,52.0326130776246
"Felis.pardalis","ssp585",1791049.05298059,2116877.01223618,1533564.06607813,64.4678152089576
"Hadrosciurus.igniventris","ssp126",420985.121028954,39715.6096833944,14638.5778382421,28.3827093986745
"Herpailurus.concolor","ssp585",1941618.57529519,1148718.53366369,828434.570335209,63.5557522215372
"Hadrosciurus.igniventris","ssp585",420985.121028954,39715.6096833944,22424.3961217999,42.0642052213409
"Heteromys.desmarestianus","ssp126",157350.953466712,60523.6531809568,38220.207048595,51.4424535312256
"Dinomys.branickii","ssp126",3386726.64069556,654186.692962468,603107.606381238,76.5331677626976
"Heteromys.desmarestianus","ssp585",157350.953466712,60523.6531809568,37647.2336269021,50.0720051569466
"Hydrochoerus.isthmius","ssp126",579204.400634922,157210.347676098,97515.2398309112,38.1238512589753
"Lagothrix.flavicauda","ssp126",267402.923301189,29587.8853336573,12717.3901313543,40.6461377561091
"Hydrochoerus.isthmius","ssp585",579204.400634922,157210.347676098,95158.9119710326,31.2448701060612
"Lagothrix.flavicauda","ssp585",267402.923301189,29587.8853336573,13382.227257967,42.1634544017154
"Dasypus.novemcinctus","ssp126",5849692.44187095,1879987.12899256,1790520.22441709,77.4926552662371
"Dinomys.branickii","ssp585",3386726.64069556,654186.692962468,606483.327422678,77.0759739964258
"Eira.barbara","ssp126",5955849.48775662,3223598.87529546,2936964.66084129,82.4110687213739
"Dicotyles.tajacu","ssp126",2101060.92970356,1352821.32094389,1446503.21798491,69.5018343863482
"Leontocebus.nigricollis","ssp126",1431544.24798754,150947.181007385,70409.4610297084,38.0421827240233
"Leontocebus.nigricollis","ssp585",1431544.24798754,150947.181007385,91426.2734838724,44.9250982834311
"Lama.glama","ssp126",1665095.51466079,341904.725848734,316329.406657875,76.0130807955548
"Lama.glama","ssp585",1665095.51466079,341904.725848734,314144.55152458,74.9478616829938
"Dicotyles.tajacu","ssp585",2101060.92970356,1352821.32094389,1535111.8651756,63.4852947098988
"Eira.barbara","ssp585",5955849.48775662,3223598.87529546,3095986.60223037,80.7935787554586
"Lonchophylla.handleyi","ssp126",1230711.59065394,480365.497452378,115508.80093962,20.3071617518712
"Dasypus.novemcinctus","ssp585",5849692.44187095,1879987.12899256,1907699.04758543,72.1711260589648
"Eptesicus.furinalis","ssp126",4407972.13220933,3619646.1920796,3287841.38425887,72.7665761064527
"Lonchophylla.handleyi","ssp585",1230711.59065394,480365.497452378,130323.344342113,22.852043733359
"Eptesicus.furinalis","ssp585",4407972.13220933,3619646.1920796,3250225.34074628,71.0031028467223
"Leopardus.tigrinus","ssp126",3170479.85607496,958322.768996537,634863.369834185,60.1985634467198
"Equus.asinus","ssp126",1614343.77087648,564734.485306621,401731.042008221,65.744988793269
"Macrophyllum.macrophyllum","ssp126",2982173.19003752,2611828.44170064,2092954.83332717,76.1277348526298
"Enchisthenes.hartii","ssp126",2921734.77439255,1520942.53074318,1011765.5544759,65.4238831796593
"Leopardus.tigrinus","ssp585",3170479.85607496,958322.768996537,644055.888993502,61.638316374863
"Equus.asinus","ssp585",1614343.77087648,564734.485306621,439959.549821913,70.7034128673686
"Macrophyllum.macrophyllum","ssp585",2982173.19003752,2611828.44170064,2038564.06979674,74.8191544879431
"Didelphis.marsupialis","ssp126",5629239.77395047,2864808.25862944,2793190.52426183,80.5407198089999
"Enchisthenes.hartii","ssp585",2921734.77439255,1520942.53074318,966151.155677438,62.452900350059
"Marmosops.chucha","ssp126",270055.399611171,100656.955518901,101984.31207782,75.5422343856884
"Lonchorhina.orinocensis","ssp126",1382405.93759848,1079396.87885958,845166.326765954,46.7722642872061
"Glossophaga.commissarisi","ssp126",1020055.51935006,651592.008215606,320817.477912962,47.5757893870388
"Marmosops.chucha","ssp585",270055.399611171,100656.955518901,90352.2155252099,67.0791687415849
"Galictis.vittata","ssp126",5700162.57147353,2517296.83875865,2776006.69914424,75.3731507600335
"Glossophaga.commissarisi","ssp585",1020055.51935006,651592.008215606,287419.608590305,42.0048663956029
"Lonchorhina.orinocensis","ssp585",1382405.93759848,1079396.87885958,778446.437109113,40.1962543283048
"Didelphis.marsupialis","ssp585",5629239.77395047,2864808.25862944,2877957.78459704,77.757414820445
"Mazama.temama","ssp126",240857.168459733,156235.058154762,149340.630646646,60.6122282690212
"Mazama.temama","ssp585",240857.168459733,156235.058154762,149269.989781201,57.5286078580824
"Metachirus.myosuros","ssp126",149332.098239527,21021.0479701161,11831.7173495293,38.6209292242474
"Metachirus.myosuros","ssp585",149332.098239527,21021.0479701161,8455.41983276606,26.2999970873524
"Eptesicus.andinus","ssp126",1561168.57016119,773508.41832298,590839.296258271,58.7907344978179
"Equus.caballus","ssp126",3287478.83846042,1947215.62103122,742110.261200666,34.7305986315091
"Herpailurus.yagouaroundi","ssp126",2066389.02089078,1319043.87252027,1115741.2468915,70.1887753280818
"Eptesicus.andinus","ssp585",1561168.57016119,773508.41832298,761114.076871216,68.7795398462395
"Galictis.vittata","ssp585",5700162.57147353,2517296.83875865,2922874.71660364,68.2682754973045
"Microryzomys.minutus","ssp126",2682617.22125428,454798.026747108,426148.384235144,84.2845657273416
